"tropeid";"tropename";"tropefreq";"tropelink";"tropefreq2000"
"tr09155";"I Know You Know I Know";42;"IKnowYouKnowIKnow";20
"tr09156";"\"I Know You're in There Somewhere\" Fight";61;"IKnowYouAreInThereSomewhereFight";41
"tr09157";"I Know You're Watching Me";10;"IKnowYoureWatchingMe";7
"tr09158";"I Know Your True Name";11;"IKnowYourTrueName";6
"tr09159";"I Let Gwen Stacy Die";17;"ILetGwenStacyDie";16
"tr09160";"I Let You Win";3;"ILetYouWin";1
"tr09161";"I Lied";76;"ILied";32
"tr09162";"I Like Those Odds";15;"ILikeThoseOdds";9
"tr09163";"I'll Be Your Best Friend";1;"IllBeYourBestFriend";1
"tr09164";"Illegal Guardian";3;"IllegalGuardian";1
"tr09165";"Illegal Religion";4;"IllegalReligion";3
"tr09166";"Ill-Fated Flowerbed";1;"IllFatedFlowerbed";0
"tr09167";"Ill Girl";86;"IllGirl";40
"tr09168";"I'll Kill You!";54;"IllKillYou";26
"tr09169";"I'll Never Tell You What I'm Telling You!";5;"IllNeverTellYouWhatImTellingYou";3
"tr09170";"Illogical Safe";1;"IllogicalSafe";0
"tr09171";"I'll Pretend I Didn't Hear That";4;"IllPretendIDidntHearThat";3
"tr09172";"I'll Take That as a Compliment";8;"IllTakeThatAsACompliment";3
"tr09173";"I'll Take Two Beers Too";7;"IllTakeTwoBeersToo";2
"tr09174";"I'll Tell You When I've Had Enough!";2;"IllTellYouWhenIveHadEnough";0
"tr09175";"Illuminati";3;"Illuminati";3
"tr09176";"I Love Nuclear Power";25;"ILoveNuclearPower";5
"tr09177";"I Love the Dead";25;"ILoveTheDead";11
"tr09178";"I Love the Smell of X in the Morning";7;"ILoveTheSmellOfXInTheMorning";2
"tr09179";"I Love You Because I Can't Control You";15;"ILoveYouBecauseICantControlYou";4
"tr09180";"I Love You, Vampire Son";2;"ILoveYouVampireSon";1
"tr09181";"I Made Copies";1;"IMadeCopies";1
"tr09182";"I'm a Doctor, Not a Placeholder";35;"ImADoctorNotAPlaceholder";15
"tr09183";"Image Song";9;"ImageSong";4
"tr09184";"Image Source";2;"ImageSource";0
"tr09185";"Imaginary Enemy";2;"ImaginaryEnemy";1
"tr09186";"Imaginary Friend";42;"ImaginaryFriend";28
"tr09187";"Imaginary Love Triangle";2;"ImaginaryLoveTriangle";1
"tr09188";"Imagination-Based Superpower";3;"ImaginationBasedSuperpower";2
"tr09189";"Imagine Spot";174;"ImagineSpot";94
"tr09190";"Imagine Spotting";2;"ImagineSpotting";2
"tr09191";"Imagine the Audience Naked";2;"ImagineTheAudienceNaked";2
"tr09192";"I'm a Humanitarian";125;"IAmAHumanitarian";65
"tr09193";"I'm a Man; I Can't Help It";28;"ImAManICantHelpIt";13
"tr09194";"I'm Cold... So Cold...";41;"ImColdSoCold";13
"tr09195";"I'm Crying, but I Don't Know Why";1;"ImCryingButIDontKnowWhy";1
"tr09196";"I'm Dying, Please Take My MacGuffin";28;"ImDyingPleaseTakeMyMacGuffin";11
"tr09197";"I Meant to Do That";18;"IMeantToDoThat";9
"tr09198";"I'm Going for a Closer Look";2;"ImGoingForACloserLook";1
"tr09199";"I'm Going to Disney World";8;"ImGoingToDisneyWorld";4
"tr09200";"I'm Going to Hell for This";10;"ImGoingToHellForThis";3
"tr09201";"I'm Having Soul Pains";1;"ImHavingSoulPains";1
"tr09202";"I Minored in Tropology";2;"IMinoredInTropology";0
"tr09203";"I Miss Mom";7;"IMissMom";4
"tr09204";"Immediate Self-Contradiction";24;"ImmediateSelfContradiction";6
"tr09205";"Immediate Sequel";57;"ImmediateSequel";22
"tr09206";"I'm Melting!";27;"ImMelting";6
"tr09207";"Immigrant Parents";1;"ImmigrantParents";0
"tr09208";"Immigrant Patriotism";10;"ImmigrantPatriotism";5
"tr09209";"Imminent Danger Clue";12;"ImminentDangerClue";6
"tr09210";"Immoral Reality Show";4;"ImmoralRealityShow";2
"tr09211";"Immortal Breaker";3;"ImmortalBreaker";3
"tr09212";"Immortal Hero";1;"ImmortalHero";0
"tr09213";"Immortal Immaturity";5;"ImmortalImmaturity";3
"tr09214";"Immortality";14;"Immortality";8
"tr09215";"Immortality Begins at 20";5;"ImmortalityBeginsAtTwenty";3
"tr09216";"Immortality Bisexuality";1;"ImmortalityBisexuality";0
"tr09217";"Immortality Hurts";4;"ImmortalityHurts";1
"tr09218";"Immortality Immorality";16;"ImmortalityImmorality";9
"tr09219";"Immortality Inducer";9;"ImmortalityInducer";8
"tr09220";"Immortality Seeker";7;"ImmortalitySeeker";4
"tr09221";"Immortal Life Is Cheap";2;"ImmortalLifeIsCheap";1
"tr09222";"Immortal Procreation Clause";7;"ImmortalProcreationClause";5
"tr09223";"Immortals Fear Death";1;"ImmortalsFearDeath";1
"tr09224";"I'm Mr. [Future Pop Culture Reference]";2;"ImMrFuturePopCultureReference";1
"tr09225";"Immune to Bullets";99;"ImmuneToBullets";36
"tr09226";"Immune to Drugs";5;"ImmuneToDrugs";3
"tr09227";"Immune to Fate";3;"ImmuneToFate";2
"tr09228";"Immune to Mind Control";5;"ImmuneToMindControl";2
"tr09229";"Immune to Slapstick";2;"ImmuneToSlapstick";1
"tr09230";"Immunity Disability";1;"ImmunityDisability";0
"tr09231";"I'm Not a Doctor, but I Play One on TV";1;"ImNotADoctorButIPlayOneOnTV";0
"tr09232";"I'm Not Afraid of You";12;"ImNotAfraidOfYou";5
"tr09233";"I'm Not a Hero, I'm...";8;"ImNotAHeroIm";8
"tr09234";"I'm Not Doing That Again";1;"ImNotDoingThatAgain";1
"tr09235";"I'm Not Here to Make Friends";3;"ImNotHereToMakeFriends";2
"tr09236";"I'm Not Hungry";9;"ImNotHungry";3
"tr09237";"I'm Okay!";8;"ImOkay";8
"tr09238";"Impact Silhouette";33;"ImpactSilhouette";20
"tr09239";"Impairment Shot";57;"ImpairmentShot";25
"tr09240";"Impaled Palm";44;"ImpaledPalm";22
"tr09241";"Impaled with Extreme Prejudice";254;"ImpaledwithExtremePrejudice";134
"tr09242";"Impartial Purpose-Driven Faction";1;"ImpartialPurposeDrivenFaction";1
"tr09243";"Impassable Desert";1;"ImpassableDesert";0
"tr09244";"Impeded Messenger";9;"ImpededMessenger";1
"tr09245";"Impending Clash Shot";1;"ImpendingClashShot";0
"tr09246";"Impending Doom P.O.V.";14;"ImpendingDoomPOV";5
"tr09247";"Imperfect Ritual";6;"ImperfectRitual";1
"tr09248";"Imperial China";10;"ImperialChina";5
"tr09249";"Imperial Stormtrooper Marksmanship Academy";197;"ImperialStormtrooperMarksmanshipAcademy";111
"tr09250";"Imperiled in Pregnancy";18;"ImperiledInPregnancy";11
"tr09251";"Impersonating an Officer";65;"ImpersonatingAnOfficer";27
"tr09252";"Impersonating the Evil Twin";1;"ImpersonatingTheEvilTwin";0
"tr09253";"Impersonation Gambit";6;"ImpersonationGambit";2
"tr09254";"Impersonation Paradox";1;"ImpersonationParadox";1
"tr09255";"Implacable Man";106;"ImplacableMan";63
"tr09256";"Implausible Boarding Skills";5;"ImplausibleBoardingSkills";2
"tr09257";"Implausible Deniability";63;"ImplausibleDeniability";40
"tr09258";"Implausible Fencing Powers";9;"ImplausibleFencingPowers";5
"tr09259";"Implausible Hair Color";2;"ImplausibleHairColor";1
"tr09260";"Implausible Synchrony";1;"ImplausibleSynchrony";0
"tr09261";"Implicit Prison";1;"ImplicitPrison";1
"tr09262";"Implied Answer";2;"ImpliedAnswer";1
"tr09263";"Implied Death Threat";35;"ImpliedDeathThreat";15
"tr09264";"Implied Love Interest";26;"ImpliedLoveInterest";17
"tr09265";"Implied Trope";69;"ImpliedTrope";42
"tr09266";"Important Hair Accessory";1;"ImportantHairAccessory";0
"tr09267";"Important Haircut";115;"ImportantHaircut";54
"tr09268";"Importation Expansion";2;"ImportationExpansion";0
"tr09269";"Imported Alien Phlebotinum";15;"ImportedAlienPhlebotinum";8
"tr09270";"Impossible Hourglass Figure";18;"ImpossibleHourglassFigure";12
"tr09271";"Impossible Leavening";1;"ImpossibleLeavening";1
"tr09272";"Impossible Mission";7;"ImpossibleMission";4
"tr09273";"Impossible Mission Collapse";7;"ImpossibleMissionCollapse";1
"tr09274";"Impossible Pickle Jar";3;"ImpossiblePickleJar";3
"tr09275";"Impossible Shadow Puppets";5;"ImpossibleShadowPuppets";1
"tr09276";"Impossible Task";13;"ImpossibleTask";7
"tr09277";"Impossible Task Instantly Accomplished";1;"ImpossibleTaskInstantlyAccomplished";1
"tr09278";"Impossible Theft";8;"ImpossibleTheft";5
"tr09279";"Impossibly Awesome Magic Trick";4;"ImpossiblyAwesomeMagicTrick";3
"tr09280";"Impossibly Compact Folding";2;"ImpossiblyCompactFolding";2
"tr09281";"Impossibly Cool Clothes";14;"ImpossiblyCoolClothes";10
"tr09282";"Impossibly Cool Weapon";18;"ImpossiblyCoolWeapon";11
"tr09283";"Impossibly Delicious Food";5;"ImpossiblyDeliciousFood";4
"tr09284";"Impossibly Graceful Giant";4;"ImpossiblyGracefulGiant";4
"tr09285";"Impossibly-Low Neckline";14;"ImpossiblyLowNeckline";4
"tr09286";"Impossibly Tacky Clothes";29;"ImpossiblyTackyClothes";15
"tr09287";"Imposter Forgot One Detail";11;"ImposterForgotOneDetail";3
"tr09288";"Impostor Exposing Test";7;"ImpostorExposingTest";3
"tr09289";"Impoverished Patrician";49;"ImpoverishedPatrician";15
"tr09290";"Impractically Fancy Outfit";11;"ImpracticallyFancyOutfit";5
"tr09291";"Impractical Musical Instrument Skills";1;"ImpracticalMusicalInstrumentSkills";1
"tr09292";"Impressive Pyrotechnics";11;"ImpressivePyrotechnics";6
"tr09293";"Imprinting";4;"Imprinting";3
"tr09294";"Improbable Age";20;"ImprobableAge";14
"tr09295";"Improbable Aiming Skills";233;"ImprobableAimingSkills";130
"tr09296";"Improbable Antidote";1;"ImprobableAntidote";1
"tr09297";"Improbable Chopsticks Skill";4;"ImprobableChopsticksSkill";3
"tr09298";"Improbable Cover";7;"ImprobableCover";3
"tr09299";"Improbable Food Budget";3;"ImprobableFoodBudget";2
"tr09300";"Improbable Hairstyle";17;"ImprobableHairstyle";9
"tr09301";"Improbable Infant Survival";303;"ImprobableInfantSurvival";140
"tr09302";"Improbable Parking Skills";7;"ImprobableParkingSkills";3
"tr09303";"Improbable Piloting Skills";9;"ImprobablePilotingSkills";6
"tr09304";"Improbable Taxonomy Skills";3;"ImprobableTaxonomySkills";0
"tr09305";"Improbable Use of a Weapon";2;"ImprobableUseOfAWeapon";1
"tr09306";"Improbable Weapon User";83;"ImprobableWeaponUser";50
"tr09307";"Improbably Cool Car";10;"ImprobablyCoolCar";2
"tr09308";"Improbably Female Cast";4;"ImprobablyFemaleCast";3
"tr09309";"Improbably High I.Q.";4;"ImprobablyHighIQ";2
"tr09310";"Improbably Low IQ";1;"ImprobablyLowIQ";1
"tr09311";"Improbably Predictable";1;"ImprobablyPredictable";0
"tr09312";"Improbably Quick Coma Recovery";1;"ImprobablyQuickComaRecovery";1
"tr09313";"Impromptu Tracheotomy";20;"ImpromptuTracheotomy";9
"tr09314";"Improperly Paranoid";7;"ImproperlyParanoid";1
"tr09315";"Improperly Placed Firearms";18;"ImproperlyPlacedFirearms";5
"tr09316";"Improv";38;"Improv";20
"tr09317";"Improv Fu";6;"ImprovFu";4
"tr09318";"Improvised Armour";12;"ImprovisedArmour";8
"tr09319";"Improvised Catapult";2;"ImprovisedCatapult";1
"tr09320";"Improvised Clothes";5;"ImprovisedClothes";1
"tr09321";"Improvised Cross";6;"ImprovisedCross";0
"tr09322";"Improvised Golems";1;"ImprovisedGolems";0
"tr09323";"Improvised Lightning Rod";4;"ImprovisedLightningRod";3
"tr09324";"Improvised Lockpick";5;"ImprovisedLockpick";3
"tr09325";"Improvised Microgravity Maneuvering";8;"ImprovisedMicrogravityManeuvering";6
"tr09326";"Improvised Parachute";5;"ImprovisedParachute";4
"tr09327";"Improvised Platform";1;"ImprovisedPlatform";1
"tr09328";"Improvised Screwdriver";2;"ImprovisedScrewdriver";1
"tr09329";"Improvised Training";11;"ImprovisedTraining";4
"tr09330";"Improvised Umbrella";1;"ImprovisedUmbrella";0
"tr09331";"Improvised Weapon";246;"ImprovisedWeapon";137
"tr09332";"Improvised Zipline";27;"ImprovisedZipline";10
"tr09333";"I'm Standing Right Here";23;"ImStandingRightHere";14
"tr09334";"I'm Taking Her Home with Me!";3;"ImTakingHerHomeWithMe";2
"tr09335";"I'm Thinking It Over!";4;"ImThinkingItOver";2
"tr09336";"I'm Your Biggest Fan";6;"ImYourBiggestFan";1
"tr09337";"I'm Your Worst Nightmare";3;"ImYourWorstNightmare";0
"tr09338";"Inaction Sequence";1;"NotSoFast";0
"tr09339";"Inadequate Inheritor";23;"InadequateInheritor";12
"tr09340";"Inadvertent Entrance Cue";16;"InadvertentEntranceCue";2
"tr09341";"Inane Blabbering";1;"InaneBlabbering";0
"tr09342";"In Another Man's Shoes";2;"InAnotherMansShoes";1
"tr09343";"Inappropriate Hunger";6;"InappropriateHunger";3
"tr09344";"Inappropriately Close Comrades";3;"InappropriatelyCloseComrades";1
"tr09345";"Inappropriate Role Model";1;"InappropriateRoleModel";1
"tr09346";"In a Single Bound";11;"InASingleBound";10
"tr09347";"In a World...";17;"InAWorld";9
"tr09348";"Inbred and Evil";1;"InbredAndEvil";1
"tr09349";"In-Camera Effects";4;"InCameraEffects";0
"tr09350";"In Case You Forgot Who Wrote It";37;"InCaseYouForgotWhoWroteIt";9
"tr09351";"Incendiary Exponent";29;"IncendiaryExponent";19
"tr09352";"Incessant Chorus";7;"IncessantChorus";0
"tr09353";"Incessant Music Madness";8;"IncessantMusicMadness";1
"tr09354";"Incest Is Relative";27;"IncestIsRelative";10
"tr09355";"Incest Subtext";47;"IncestSubtext";21
"tr09356";"Incest Yay Shipping";1;"IncestYayShipping";0
"tr09357";"In-Character Commentaries";2;"InCharacterCommentaries";1
"tr09358";"Inciting Incident";2;"IncitingIncident";0
"tr09359";"Incoming!";7;"Incoming";2
"tr09360";"Incoming Ham";50;"IncomingHam";27
"tr09361";"Incompatible Orientation";45;"IncompatibleOrientation";27
"tr09362";"Incompetence, Inc.";7;"IncompetenceInc";2
"tr09363";"Incompletely Trained";7;"IncompletelyTrained";6
"tr09364";"Incongruously Dressed Zombie";17;"IncongruouslyDressedZombie";8
"tr09365";"Inconsistent Coloring";3;"InconsistentColoring";0
"tr09366";"Inconsistent Dub";2;"InconsistentDub";0
"tr09367";"Inconvenient Attraction";5;"InconvenientAttraction";1
"tr09368";"Inconvenient Darkroom Illumination";3;"InconvenientDarkroomIllumination";1
"tr09369";"Inconvenient Hippocratic Oath";4;"InconvenientHippocraticOath";2
"tr09370";"Inconvenient Itch";5;"InconvenientItch";2
"tr09371";"Inconveniently Vanishing Exonerating Evidence";5;"InconvenientlyVanishingExoneratingEvidence";1
"tr09372";"Inconvenient Summons";4;"InconvenientSummons";2
"tr09373";"Incorruptible Pure Pureness";59;"IncorruptiblePurePureness";19
"tr09374";"Increasingly Lethal Enemy";1;"IncreasinglyLethalEnemy";1
"tr09375";"Incredible Shrinking Man";18;"IncredibleShrinkingMan";5
"tr09376";"Incredibly Conspicuous Drag";5;"IncrediblyConspicuousDrag";4
"tr09377";"Incredibly Inconvenient Deity";1;"IncrediblyInconvenientDeity";1
"tr09378";"Incredibly Lame Fun";8;"IncrediblyLameFun";5
"tr09379";"Incredibly Long Note";19;"IncrediblyLongNote";5
"tr09380";"Incredibly Obvious Bomb";15;"IncrediblyObviousBomb";6
"tr09381";"Incredibly Obvious Bug";12;"IncrediblyObviousBug";6
"tr09382";"Incredibly Obvious Tail";18;"IncrediblyObviousTail";6
"tr09383";"Incriminating Indifference";7;"IncriminatingIndifference";1
"tr09384";"Incurable Cough of Death";72;"IncurableCoughOfDeath";32
"tr09385";"In Da Club";2;"InDaClub";2
"tr09386";"Indecipherable Lyrics";4;"IndecipherableLyrics";1
"tr09387";"Indecisive Deconstruction";20;"IndecisiveDeconstruction";14
"tr09388";"Indecisive Medium";5;"IndecisiveMedium";2
"tr09389";"Indecisive Parody";27;"IndecisiveParody";15
"tr09390";"In Defence Of Story Telling";1;"InDefenceOfStoryTelling";0
"tr09391";"Indentured Servitude";6;"IndenturedServitude";2
"tr09392";"Indestructible Edible";10;"IndestructibleEdible";8
"tr09393";"Index of Gothic Horror Tropes";1;"IndexOfGothicHorrorTropes";1
"tr09394";"Indian Burial Ground";7;"IndianBurialGround";2
"tr09395";"Indian Maiden";6;"IndianMaiden";1
"tr09396";"Indifferent Beauty";1;"IndifferentBeauty";0
"tr09397";"Indirect Kiss";7;"IndirectKiss";4
"tr09398";"Individuality Is Illegal";3;"IndividualityIsIllegal";3
"tr09399";"Indo-European Alien Language";1;"IndoEuropeanAlienLanguage";1
"tr09400";"Induced Hypochondria";5;"InducedHypochondria";2
"tr09401";"Indulgent Fantasy Segue";22;"IndulgentFantasySegue";10
"tr09402";"Industrial";1;"Industrial";1
"tr09403";"Industrial Ghetto";1;"IndustrialGhetto";0
"tr09404";"Industrialized Evil";14;"IndustrializedEvil";8
"tr09405";"Industrial Metal";1;"IndustrialMetal";1
"tr09406";"Indy Escape";9;"IndyEscape";4
"tr09407";"Indy Hat Roll";16;"IndyHatRoll";7
"tr09408";"Indy Ploy";114;"IndyPloy";55
"tr09409";"I Need a Freaking Drink";164;"INeedADrink";67
"tr09410";"I Need No Ladders";1;"INeedNoLadders";0
"tr09411";"I Need to Go Iron My Dog";28;"IHaveToGoIronMyDog";15
"tr09412";"Ineffectual Death Threats";8;"IneffectualDeathThreats";3
"tr09413";"Ineffectual Loner";10;"IneffectualLoner";6
"tr09414";"Ineffectual Sympathetic Villain";59;"IneffectualSympatheticVillain";18
"tr09415";"Inelegant Blubbering";54;"InelegantBlubbering";29
"tr09416";"Inept Mage";5;"IneptMage";1
"tr09417";"Inept Talent Show Contestant";1;"IneptTalentShowContestant";1
"tr09418";"Inertia Is a Cruel Mistress";4;"InertiaIsACruelMistress";4
"tr09419";"Inertial Dampening";2;"InertialDampening";0
"tr09420";"Inertial Impalement";21;"InertialImpalement";10
"tr09421";"Inescapable Horror";8;"InescapableHorror";7
"tr09422";"Inescapable Net";3;"InescapableNet";3
"tr09423";"I Never";3;"INever";2
"tr09424";"I Never Got Any Letters";9;"INeverGotAnyLetters";3
"tr09425";"I Never Said It Was Poison";60;"INeverSaidItWasPoison";24
"tr09426";"I Never Told You My Name";25;"INeverToldYouMyName";11
"tr09427";"Inevitable Mutual Betrayal";2;"InevitableMutualBetrayal";2
"tr09428";"Inevitable Tournament";1;"InevitableTournament";1
"tr09429";"Inevitable Waterfall";38;"InevitableWaterfall";18
"tr09430";"Inexplicable Cultural Ties";1;"InexplicableCulturalTies";1
"tr09431";"Inexplicable Treasure Chests";1;"InexplicableTreasureChests";1
"tr09432";"Inexplicably Awesome";16;"InexplicablyAwesome";11
"tr09433";"Inexplicably Identical Individuals";1;"InexplicablyIdenticalIndividuals";1
"tr09434";"Infallible Babble";2;"InfallibleBabble";1
"tr09435";"Infant Sibling Jealousy";4;"InfantSiblingJealousy";2
"tr09436";"Infectious Enthusiasm";1;"InfectiousEnthusiasm";1
"tr09437";"Infectious Insanity";6;"InfectiousInsanity";1
"tr09438";"Inferiority Superiority Complex";13;"InferioritySuperiorityComplex";6
"tr09439";"Infernal Background";4;"InfernalBackground";1
"tr09440";"Infernal Retaliation";12;"InfernalRetaliation";5
"tr09441";"Inferred Holocaust";11;"InferredHolocaust";6
"tr09442";"Infinite Flashlight";1;"InfiniteFlashlight";0
"tr09443";"Infinite Supplies";2;"InfiniteSupplies";2
"tr09444";"Infinity -1 Sword";1;"InfinityMinusOneSword";1
"tr09445";"Infinity +1 Sword";1;"InfinityPlusOneSword";1
"tr09446";"Inflating Body Gag";7;"InflatingBodyGag";2
"tr09447";"Inflationary Dialogue";4;"InflationaryDialogue";0
"tr09448";"Inflation Negation";4;"InflationNegation";0
"tr09449";"Info Drop";13;"InfoDrop";6
"tr09450";"Info Dump";90;"InfoDump";46
"tr09451";"Infomercial";1;"Infomercial";1
"tr09452";"Informal Eulogy";1;"InformalEulogy";1
"tr09453";"Information Wants to Be Free";5;"InformationWantsToBeFree";2
"tr09454";"Informed Ability";141;"InformedAbility";64
"tr09455";"Informed Attractiveness";58;"InformedAttractiveness";30
"tr09456";"Informed Attribute";101;"InformedAttribute";53
"tr09457";"Informed Deformity";12;"InformedDeformity";6
"tr09458";"Informed Flaw";75;"InformedFlaw";34
"tr09459";"Informed Judaism";39;"InformedJudaism";22
"tr09460";"Informed Kindness";3;"InformedKindness";2
"tr09461";"Informed Location";1;"InformedLocation";1
"tr09462";"Informed Loner";1;"InformedLoner";0
"tr09463";"Informed Obscenity";2;"InformedObscenity";2
"tr09464";"Informed Poverty";10;"InformedPoverty";5
"tr09465";"Informed Power";2;"InformedPower";2
"tr09466";"Informed Self-Diagnosis";1;"InformedSelfDiagnosis";0
"tr09467";"Informed Species";5;"InformedSpecies";2
"tr09468";"Infraction Distraction";10;"InfractionDistraction";4
"tr09469";"Infrared X-Ray Camera";7;"InfraredXrayCamera";2
"tr09470";"Ingesting Knowledge";2;"IngestingKnowledge";0
"tr09471";"In Harmony with Nature";6;"InHarmonyWithNature";3
"tr09472";"In Harm's Way";20;"InHarmsWay";12
"tr09473";"Inherent in the System";15;"InherentInTheSystem";7
"tr09474";"Inherently Funny Words";31;"InherentlyFunnyWords";14
"tr09475";"Inheritance Murder";5;"InheritanceMurder";0
"tr09476";"Inherited Illiteracy Title";5;"InheritedIlliteracyTitle";5
"tr09477";"Inhumanable Alien Rights";6;"InhumanableAlienRights";3
"tr09478";"Inhuman Human";1;"InhumanHuman";0
"tr09479";"Inhumanly Beautiful Race";1;"InhumanlyBeautifulRace";0
"tr09480";"Inhuman Resources";4;"InhumanResources";2
"tr09481";"In It for Life";1;"InItForLife";0
"tr09482";"Initialism Title";6;"InitialismTitle";2
"tr09483";"Initiation Ceremony";12;"InitiationCeremony";8
"tr09484";"In Its Hour of Need";1;"InItsHourOfNeed";0
"tr09485";"In-Joke";21;"InJoke";9
"tr09486";"Injun Country";23;"InjunCountry";5
"tr09487";"Injured Limb Episode";6;"InjuredLimbEpisode";5
"tr09488";"Injury Bookend";2;"InjuryBookend";1
"tr09489";"Inkblot Test";12;"InkblotTest";3
"tr09490";"Ink-Suit Actor";83;"InkSuitActor";56
"tr09491";"In Love with Love";18;"InLoveWithLove";7
"tr09492";"In Love with the Gangster's Girl";17;"InLoveWithTheGangstersGirl";1
"tr09493";"In Love with the Mark";29;"InLoveWithTheMark";17
"tr09494";"In Love with Your Carnage";20;"InLoveWithYourCarnage";16
"tr09495";"In Medias Res";97;"InMediasRes";48
"tr09496";"In Memoriam";4;"InMemoriam";3
"tr09497";"In My Language, That Sounds Like...";7;"InMyLanguageThatSoundsLike";3
"tr09498";"In Mysterious Ways";10;"InMysteriousWays";5
"tr09499";"In Name Only";260;"InNameOnly";114
"tr09500";"Inn Between the Worlds";1;"InnBetweenTheWorlds";1
"tr09501";"Inner City School";17;"InnerCitySchool";1
"tr09502";"Inner Monologue";31;"InnerMonologue";8
"tr09503";"Inner Monologue Conversation";3;"InnerMonologueConversation";0
"tr09504";"Innocence Lost";11;"InnocenceLost";6
"tr09505";"Innocent Aliens";10;"InnocentAliens";2
"tr09506";"Innocent Bigot";25;"InnocentBigot";13
"tr09507";"Innocent Blue Eyes";32;"InnocentBlueEyes";17
"tr09508";"Innocent Bystander";33;"InnocentBystander";20
"tr09509";"Innocent Cohabitation";10;"InnocentCohabitation";3
"tr09510";"Innocent Fanservice Girl";39;"InnocentFanserviceGirl";11
"tr09511";"Innocent Flower Girl";6;"InnocentFlowerGirl";1
"tr09512";"Innocent Inaccurate";24;"InnocentInaccurate";11
"tr09513";"Innocent Innuendo";60;"InnocentInnuendo";19
"tr09514";"Innocently Insensitive";76;"InnocentlyInsensitive";51
